STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/8/18,6.71,0,0,0,58,67,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/9/18,6.49,0,0,0,56,63,49
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/10/18,8.28,0.01,0,0,56,62,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/11/18,11.41,0,0,0,65,74,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/12/18,8.05,0.25,0,0,60,65,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/13/18,8.05,0.16,0,0,53,54,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/14/18,7.16,0.12,0,0,55,64,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/15/18,10.96,0.44,0,0,63,76,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/16/18,10.07,0.33,0,0,62,65,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/17/18,5.37,0.72,0,0,59,67,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/18/18,12.08,0,0,0,61,64,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/19/18,8.95,0.75,0,0,54,57,50
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/20/18,12.97,0,0,0,67,83,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/21/18,9.62,0,0,0,67,73,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/22/18,5.59,0.17,0,0,60,65,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/23/18,8.72,0.2,0,0,66,82,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/24/18,11.41,0,0,0,74,82,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/25/18,12.75,0,0,0,69,82,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/26/18,8.5,0,0,0,73,81,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/27/18,13.42,0.89,0,0,65,71,55
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/28/18,7.61,0,0,0,57,63,54
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/29/18,8.05,0,0,0,67,79,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/30/18,8.05,0,0,0,64,69,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,5/31/18,6.71,0.03,0,0,63,67,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/1/18,4.7,1.18,0,0,67,75,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/2/18,10.07,0,0,0,75,86,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/3/18,15.88,0.11,0,0,63,64,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/4/18,8.5,0.61,0,0,57,71,51
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/5/18,9.84,0,0,0,64,76,53
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/6/18,8.72,0,0,0,63,71,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/7/18,8.95,0,0,0,60,66,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/8/18,9.4,0,0,0,65,74,58
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/9/18,6.49,0,0,0,71,79,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/10/18,6.04,0.02,0,0,68,72,57
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/11/18,8.05,0.02,0,0,62,69,56
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/12/18,10.51,0,0,0,61,69,52
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/13/18,11.18,0.04,0,0,65,73,62
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/14/18,17.22,0,0,0,76,85,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/15/18,12.3,0,0,0,71,77,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/16/18,10.07,0,0,0,71,82,60
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/17/18,8.5,0,0,0,74,87,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/18/18,13.87,0.43,0,0,73,80,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/19/18,10.07,0.02,0,0,80,89,72
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/20/18,8.5,0.01,0,0,73,78,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/21/18,7.83,0.28,0,0,72,82,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/22/18,11.18,0.04,0,0,68,71,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/23/18,8.05,0,0,0,65,67,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/24/18,9.62,0.17,0,0,69,77,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/25/18,11.41,0,0,0,75,82,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/26/18,11.63,0,0,0,68,73,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/27/18,12.53,0.02,0,0,69,73,63
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/28/18,11.18,0.93,0,0,72,80,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/29/18,8.95,0,0,0,78,91,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,6/30/18,6.93,0,0,0,82,88,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/1/18,6.71,0,0,0,82,94,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/2/18,6.93,0,0,0,82,91,74
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/3/18,6.49,0.01,0,0,78,86,74
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/4/18,6.71,0,0,0,79,86,75
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/5/18,12.75,0,0,0,79,86,75
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/6/18,13.2,0.11,0,0,78,84,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/7/18,10.07,0,0,0,71,75,61
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/8/18,6.71,0,0,0,69,78,59
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/9/18,11.41,0,0,0,72,83,64
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/10/18,9.62,0,0,0,77,89,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/11/18,10.07,0,0,0,78,88,70
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/12/18,7.16,0,0,0,74,83,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/13/18,9.84,0,0,0,74,81,65
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/14/18,12.08,0.28,0,0,76,85,67
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/15/18,9.17,0.6,0,0,75,82,69
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/16/18,11.18,0,0,0,78,87,73
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/17/18,10.51,0.68,0,0,76,83,71
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/18/18,12.75,0,0,0,76,87,68
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/19/18,8.72,0,0,0,75,81,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/20/18,8.5,0,0,0,74,80,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/21/18,14.32,0.58,0,0,72,77,66
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.63915,-73.76401,3.4,7/22/18,19.01,0.93,0,0,73,78,71
